tweet,sentiment
It will warm up once you start digging,neutral
i wish i had more chicken wings,neutral
Foto!,neutral
Cool I`m glad.I will save some tea for you,positive
I ran over a turtle.,neutral
playing sudoku while mommy makes me breakfast & lunch,neutral
apparently it`s starwars day today  I like this . Shame I have revision though.,negative
but i did have a really nice smoothy at baulko shops,positive
massive headache  going to see terminator tonight!,negative
Spanish... The suckiest class ever. But I`m learning atleast. Te quiero Tiasha!,neutral
had the best weekend,positive
No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,negative
_trip I bet he didn`t fall asleep till like this morning  sorries.,negative
About to Enjoy the Silence,positive
the tummy monster hates me,negative
Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,neutral
AND I didn`t get the job,negative
I cant get all my rwitters on my phone this phone sucks,negative
has enjoyed her first day of summer,positive
No surprise there. They probably don`t know themselves where it is,neutral
Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral
Thank you for FF,positive
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,positive
if i had one wish it would be for my friend J to not have to work,neutral
dam living in england  x,neutral
I`m having a fantastically miserable time so far...,neutral
for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,negative
I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,positive
so cool to hear you guys on 104.5! and i can`t believe you in were cherry hill a few weeks ago and i missed it  come back,neutral
FML i just spilled my entire can of diet coke IN MY LAP. yay,negative
Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,neutral
i wish i were hanging out with kobe right now,positive
today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,negative
its mothers day,neutral
I had a dream about a pretty pretty beach and there was no beach when I woke up,neutral
I really need to sort out a bird table and some feeders - the robins and blue **** are being bullied,negative
friday.....i have nothing to do so sad,negative
Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,negative
it is so cute watching Matt play with the Wii as I do some work,positive
yay! welcome to the etsy-seller world,positive
According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,neutral
now that`s an imtetsting visual.,neutral
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,negative
unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,negative
i`m sorry  today`s been nothing but a **** heartbreak,negative
Time for my ritualistic Friday night depression,negative
my stupid tooooth hurts,negative
Goodnight and Goodbye ?,positive
Shout out to my moms for wakin me up so prematurely! Preciate it,positive
sucks not being able to take days off of work or have the money to take the trip  so sad,negative
selena`s mom congratulations` have a nice day,positive
My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.,neutral
*taps shoulder* forgotten,neutral
loggade visst min 400e cache i lï¿½rdags!,neutral
I got 5 in English lesson  now drinking sprite,neutral
I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive
I was gonna go for aiden but I had a girl so I went with scarlet,neutral
Woke up late & trying to get **** done before work,negative
your picture makes me thristy EVERYDAY!,neutral
Geocaching.com seems to have a huge delay delivering Pocket Queries,negative
nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,neutral
HAPPY MOTHERS DAY!! LOVE YOU GUYS...,positive
Dreambears were **** compared to their wicked audition,negative
testing.... Hey! I gotta add you as someone to follow,neutral
is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,negative
I miss you too!!,negative
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,neutral
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,negative
will just take a bath,neutral
now there`s a fly in my room,neutral
*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,negative
This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,negative
that sucks!  put some britney on!,negative
Its so dead,negative
() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.,neutral
rip grandpa  graduation today...,neutral
Good to see you haven`t lost your sense of humour.  Get well soon,positive
the weather in Prague is like the weather in Belgium -> rainy,neutral
why have i not heard of said show?,neutral
Not here in Stamford.,neutral
Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,neutral
ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.,negative
making my mom a mothers day card,neutral
stressed beyond BELIEF. need a nap,negative
I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,negative
ughhh rejected from the 09 mediation program. SUCKSSSS.,negative
watching jackass. then bed,neutral
home.Going to be a warm day on top of it. Is it Friday yet?,neutral
nothing sweeter than YOUR 4-year-old!,positive
Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,positive
Sorry. Not unemployed.,neutral
i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
and I luh you tooooo,positive
I just wanna be happy,positive
aww poor precious,negative
Yeahhh... thx. I figured it out,positive
i`m goin to bed now. see ya tomorrow twitter ppl.,neutral
It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people,neutral
Ahh feels good to have played guitar hero after months! I suck at it now but  haha,neutral
RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,negative
nope no love,negative
Nothing wrong with that samantha,positive
James and I battle over everything too! It`s kind of a love-hate relationship,neutral
Cleaning the old apartment today. Yay...,neutral
listenin do da beach girl5 on itunes,neutral
Wine and Saginaki with 7 friends = good times,positive
I don`t think  will want to come back  (guys read your dms),negative
oh man i wanna be in the bay asap! Thank you   Have a great day!,positive
boo,neutral
why?!!?,neutral
good day,positive
I will surely vote for .,neutral
Life can get soo Dull sometimes what do you do when u have no 1 around  x,negative
This heartburn may be the death of me.,negative
Maybe it had a hot date with a nice little Cesna.,positive
so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,positive
that is yo name girllll!,neutral
Loads of Beard papas have disappeared in the UK too,negative
In London! Off to do the tourist thing!,neutral
At home now. Feeling very tired. I want to take a nap but I can`t.,negative
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,neutral
having a reli gd holiday .. buh now have to revise  x,neutral
lmfaoooo i **** love this showwwww,positive
And it stopped raining.  Fuckingtastic! ),negative
trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv,negative
Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.,neutral
just got in. I have the best friends,positive
very familiar.....sorry you`re feeling that way,negative
a great song by East Clubbers,negative
cool  you are here too  hi sam  how are you???,positive
I wish i had a smartphone with an irc app. That`d be pretty cool.,positive
wishing i could go to CaBo tonight,positive
milkshake + hot day = unsettled stomach,positive
Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,negative
I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,negative
getting ready for work. boohoohoo i dont wanna go to work!,negative
Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.,positive
really thinks wee callum should of got through last night,neutral
Nooo i wanna watch the comet  dont wanna go workk!!!,negative
Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,positive
Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!,neutral
you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-,neutral
its bout smoking weed,neutral
It`s official nobody is getting a raise this year,negative
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,positive
Special chocr makin rounds @ Gourds show,neutral
OH NO TODAYS JAY LENOS LAST SHOW!!! WE`LL MISS U MR. LENO,negative
Hello. New follower lang po. Tweet to meet you.,neutral
on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,positive
mm it was cold in your shadow anyway. Ooh monday,neutral
I hate packing,negative
It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,positive
i suppose i best get ready for work  grrr,positive
Aaaaw no!  Are the windows open and that?,negative
missing Tim!,negative
happy mother`s day to your moms,positive
'No more sorrow'! by: Linkin Park....,neutral
sleep time  big/little lunch tomorrow at olive garden,neutral
Thinks he may have broken his nose at the show,negative
Yep! Tail between legs!,negative
In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,negative
_Anais I feel reeeally bad now.... sorry,negative
_Moe well it is #stalkersaturday after all,neutral
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive
there`s just no air,neutral
_paige aww hey! I didn`t know this was you! LOL. I`m sick. No outtie for me.,negative
Deucie picked up by his sitter for the weekend.,neutral
I got me a little too much sun today,negative
it was jokes!!!  me love the mag..really!,positive
awww too bad I won`t be there - I`d entertain the thought of entering,negative
broke my gorilla pod  and I think one Lego Knight lost his helmet,neutral
loves listening to people practising on the piano downstairs,positive
http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,neutral
You are doing the right thing though.  A fridge is where vegetables go to die,neutral
Proudly watching my film  http://bit.ly/dP2Uh,positive
why you not go on the twitters no more?   oh bais!,neutral
oh i hate friday evening.,negative
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,neutral
meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,neutral
_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral
is at Klaudine`s. Again...,neutral
happy mothers day to all the beautful mums.,positive
I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,neutral
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,positive
Just kidding! Don`t go around quoting me,neutral
Oh... I miss the Piano.,negative
Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,neutral
posting this from blogspot,neutral
Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,neutral
Cheers. Wish I had more fonts to play with,positive
My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive
that`s a good attitude,positive
whenever you are mama!  Let`s do it,positive
the classes with my students are over  gonna miss them...,negative
mary hates me again  i wana walmart it butno one wants to go,negative
We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,negative
ohh i would def give it 2 u but tht was kenyatta`s cam not mine  sry but i want tht pic 2,negative
Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,positive
It`s freakin` hot and humid today.,negative
I`m here if u need to vent!,positive
I think I might fall in love with jihoon in boys over flower.,positive
thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,positive
waiting for landlord to come see about our shower,neutral
ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,positive
This is great curl-up-in-a-ball-and-read later. I wish I had a book.,positive
hahaha yeah i see that. but he can`t twitter me back,neutral
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,neutral
is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,positive
agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,positive
YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,negative
is back here in plurk.  http://plurk.com/p/rq5ru,neutral
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,positive
thinkin twitter is really quite borin,negative
winter flu has to twitter about logies to get noticed. haha. I love rove,positive
Good night you twitter people,positive
I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,negative
BOYSTOWN.  I`ll leave for Eastwood in 3hours.,neutral
Happy morning to everyone!,positive
wishes people wouldn`t be so stubborn sometimes.,positive
I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,neutral
what I thought ur going somewhere that`s why I didn`t invitw u,neutral
tnx for the repLy on myspace...,neutral
awesome night in the city,positive
Heading to yale.. Grandmother in car accident,negative
luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,neutral
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,neutral
got to clean the bathroom today.,neutral
New top!  http://tinyurl.com/cyd3pp,neutral
haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,positive
Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,neutral
Just study according to the notes that you had to copy and you`ll be fine.,positive
THANKYOU!  <3 iloveyoutwoooo,positive
Road trip to Cincy to the limb store!!!!,neutral
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,neutral
Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,negative
is sad yo hear about Ashleycat,negative
ok gotta get my sub before everyone wakes up,neutral
don`t worry be happy Ryan,positive
My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,positive
Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!,negative
I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol,positive
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral
im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,negative
it`s nto as good,negative
I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,negative
aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,positive
happy mother`s day mummy  i love you. xo,positive
Great lunch at baby bulls.  Now time for work til 930.,positive
is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,negative
Panera is not being nice to my iPhone,negative
my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,negative
I just saw a shooting star... I made my wish,positive
last day at Adobe  buuuut I just registered for online tech writing course!,neutral
I wanna see the Jonas Brothers in concert..,neutral
what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,positive
I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,positive
GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,negative
Still raining here in The Bay...I forget what sunshine looks like !,negative
are you guys dead again?  I can`t load it up,negative
Sunday morning and i realised im a film snob  as it said on MSN entertainment,positive
Last day in Dijon,neutral
dont ignore me,neutral
just a concert i can`t go to due to trials,neutral
I`m pretty sure my bum shape will still be imprinted there,positive
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,positive
I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,positive
I don`t wanna go to work,negative
These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,positive
Perfect. Thank you. Enjoy your sunday of no work,positive
thats a bad start to the day!,negative
Take that back. I am insulted.,negative
Charlene my love. I miss you,negative
is ready for summer!!!,neutral
haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,positive
_ haha tell me about. I`ve had this feeling everyday of this week,neutral
google away,neutral
Hahah. Love them!,positive
i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral
Massive morning.. I`m stuffed now,neutral
is debating giving twitter a proper go. now to try and understand it,neutral
On my way to nottingham..I so don`t want to be going,negative
jass warn me b4 u go to nxt war...i am there to have fun...,positive
this is what i think about the world  at hannah montana set.... im missing tennessee ALOT today,negative
I have trouble with Starship troopers. They`re mean to the great big pink bug.,negative
Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,neutral
it was a hard weekend. too much alcohol on these **** 'weinfest',negative
I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,neutral
going to work soon and so excited!  ugh id rather pluck my fingernails off,positive
hey love whats up! my voice is shot  whats new with you,positive
I`m watching The episode 3 Of JONAS OMJ,neutral
Is feelin right rite now,positive
i`m so bored i can barely even tweet. i have nothing to talk about.  #boredboots,negative
awwww jim jam  we`re good at dodging meatballs WOO,positive
Just burned my tongue!!,negative
NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,neutral
Hehe! It is nice down there,positive
_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,neutral
Happy Mother`s Day to ya tomorrow,positive
maaaaan last night was a funny night! sad aswell tho,neutral
my twitter says it needs a break  i`ll be back in a bit (capacity??),neutral
New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,positive
<3 KoRn... You guys are champions of the world,positive
GILF = grandmother.,neutral
Seems I brought a little Sikaflex caulk home with me... in my hair.,neutral
Off to England during the summer holidays this year.... yay!,positive
wants to go see street dreams but it`s not playing anywhere near here,neutral
I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,negative
You guys dont get too drunk without me,neutral
comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,positive
won`t anyone give poor ernie reyes jr a break?,negative
... schedule says 10:30 class? I will be late for 10  #campjitterbug,neutral
That was like eight years ago. Not so sure it would happen now,neutral
Dont worry babe,positive
I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,negative
yeah I LOVE CALI so much,positive
_ci Im not reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,neutral
I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,positive
hmmm no but I am member of knitterati.com.au what is ravelry offer?,neutral
I know! I`m totally excited,positive
Not in front of the tv  wats the score an inning??,neutral
I hate this bit,negative
is celebrating her 21st birthday,neutral
working on short story...totally loving one of my secondary characters,positive
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral
This poor butterfly was dead  http://twitpic.com/66vlw,negative
about to drink a hot chocolate  yummy.,positive
Yey! holiday Monday in Uk today ... have a chilled day,neutral
i feel some type of way cause im not talkin to anyone...,neutral
May the fourth be with you,neutral
I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
happy birthday!,positive
Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral
i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative
haha yeah it was,neutral
I have a stupid headache on my day off.,negative
Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.,negative
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
I love my puppy,positive
is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,neutral
I wanna talk to Mitchel Mussoooooo,neutral
Ugh 3 more hours,neutral
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive
Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,negative
bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive
Cannot wait to get all dolled up and go out tonight,positive
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,negative
eat (cup)cake,neutral
**** it. You don`t look well. You have to go home.,negative
_v  haha i was in your boat yesterday.. you`ll pick it up in no time,positive
****. I got a math test today.,negative
is tanning with emily! too bad its prob gonna rain,negative
i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,positive
just got done washing dishes not too long ago,neutral
time will tell,neutral
and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,neutral
yea it is.  thanks for the link.,positive
forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,positive
Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,positive
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,neutral
I thought every weekend was a long weekend in California,neutral
Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,negative
#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,neutral
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral
off to liverpool now!,neutral
YEAY!. haha. thank you so much jiah,positive
partying in the study room,neutral
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive
_127 poor baby  you need some aloe. Nope sorry no hints,negative
bless her lil socks... think they need to rethink the age thing me,positive
happy mothers day to all   im off to spend the day with my family,positive
I dont know  I didnt even realize it was gone  let me put it up again...darn twitter!,negative
totally missed the chatroom. I`m so lame,negative
Yeah,neutral
Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,negative
_erincharde  hey you guys should invite me out...moody is my only friend these days,neutral
Awww Thatss Well Sad  x,negative
Ive been dying for those!! They just so expensive in little sizes.,neutral
I feel like... I`m not gonna make it this year,negative
I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,negative
It was truly awful,negative
Now I remembered the password,neutral
sorry to hear that. Is is a 365?,negative
sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,negative
i wish i could call but i live in the uk and i don`t have the cash to call,negative
Field day is sad. No ribbons for me.,negative
still sick  @ Home http://loopt.us/iArPRg.t,negative
i`ll go for wanda sykes,neutral
Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,negative
Have fun amorsote even tho u forgot my bday which is today,neutral
most likelyy. Just need to save the money and practice my **** off.,positive
damned hordies,negative
It worked. Cool AND the gang!,positive
Don`t worry you will have Ava to distract you on the flight,positive
...aw i want classic burger.,neutral
it always rains right after i get my car washed,positive
Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,neutral
TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,neutral
indian or the cowboy? actually considering going to the carnival,neutral
Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,positive
i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,positive
Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,positive
never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,neutral
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,neutral
loadsa shizze has happend  IM SO UPSET..,negative
Just started raining in earnest... guess golf is off for today...,neutral
It`s pretty warm out now! I forgot K was sick though.,neutral
finished a whole box of ice cream,neutral
170th update,neutral
dont go... im sorry for disappointing you,negative
The race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,negative
happy birthday corey!!,positive
sweet situations.,positive
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,neutral
ugh! looks like it can rain any min now,negative
Work till 6..then dreadful tv shopping cause mine broke,negative
morning hon. what you having for breakfast? I cant decide,neutral
editting **** on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now,negative
what I do now  anyhoo thanks for the *spank* :-O x,positive
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,negative
good night,positive
I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x,negative
well its pouring here. Rly rly wet,negative
Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative
Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,neutral
Lol  It`s like you have a cult.. haha,positive
Nighty night Twits! Tty in the morning...,neutral
http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative
Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on,neutral
http://bit.ly/GQdbD  one of the saddest songs I`ve ever heard,negative
nah i understand you cant cancel i just wanted you to come,positive
I don`t think our ISP is too happy with us this weekend!,positive
hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,negative
Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,positive
i am very very tired,negative
Very good morning! Coffee and a taylor swift cd starts it off,positive
Happy mother`s day everyone! still playing pet society!,positive
http://twitpic.com/4jkes -   Here`s your follower count.,neutral
My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,negative
Ahhh mothers day  My first one YAY!!!,positive
Well goodnight all my twitter bugs sleep well,positive
Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,neutral
join the club dougie i have a cold too  x,negative
day started off bad but got better,neutral
yes 7.50 here thanks for the change obama. I have to start mail ordering again,neutral
_0robertpatt Why do they do that?!,neutral
that was awesome!!,positive
Joe and I loveee you.,positive
our south style exhibition is on in less than a week  member fresh gallery otara!,neutral
remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,positive
I`m terrified about the surgery next week,negative
yeah they are basically awesome,positive
yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,neutral
Sounds like a good five days,positive
u callin me grimmy,negative
are you not well?,neutral
hope the presentation went well today?! tweet me if yr on campus tomorrow - I`ll be around from lunch time onwards,positive
Miss the newest version on Glade on Debian..,negative
Nobody`s home tonight. Except me. Alone. Sigh. Oh how I wish  was here,negative
starbucks? I thought u were trying to b good?!,neutral
one last stop in Chicago before going back to Miami,neutral
i have much to learn,positive
Sitting at the doctor`s office.,neutral
Guess I`d better look out for a new best friend once those VIP tickets have been used! You won`t want me anymore!,positive
Ugly betty was sooooooo sad!!!,negative
ay uuuu  happy mothers day,positive
Yes - it`s an article I wrote on my blog a while ago.,neutral
My tongue still hurts.  I need to sleep!!!,negative
wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral
ouch. I hate it when that happens.,negative
Sneezing hurts my back.,negative
i`m sorry to hear that,negative
Finished with MTML assignment  But didn`t like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!,neutral
that`s sad,negative
Wondering if I shouldn`t be gettin to bed about now...,neutral
couldn`t resist ? http://blip.fm/~5z7v3,neutral
I would much rather you didn`t punch yourself in the face...it might hurt,negative
Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,neutral
at least after this you`ll be done!!,positive
Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,positive
i love twitter,positive
Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,positive
watching this african music show on the tele  me loves ittttt,positive
I really want to be a star...Hope Flawless will work,positive
yeah and in the tatami room!  kids + tatami dont mix,neutral
lol! y does ur tweet sound like ur voice yelling at me  lol!,neutral
The bunny is longing for the hoodie she left in the car   brrr....,neutral
so yeah...i guess i dont get company this weekend  so who wants to come hang out?,neutral
chillen just started on twitter.,neutral
That doesn`t sound fun,negative
_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
yeah yeah gd night then,positive
why do i turn red,neutral
